OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
47741,Destroyed (>50%),13910.0,Rutgers,Court,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Wood,No Deck/Porch,Non Combustible,No Fence,11-20,,15000.0,1974.0,13910  RUTGERS CT   MAGALIA CA 95954,39.8152108479129,-121.601589998631
99952,No Damage,17000.0,South Mountain,Road,Santa Paula,CA,93060.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,Other,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,21-30,,154453.0,1995.0,"17000 S MOUNTAIN RD, SANTA PAULA, CA 93060",34.3357293,-119.0599812
10398,No Damage,6004.0,Sunhawk ,Drive,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,,,782493.0,2017.0,6004 SUNHAWK DR SANTA ROSA CA 95409,38.4693182211446,-122.629475140618
58492,Destroyed (>50%),13550.0,Casale,,Unincorporated,CA,0.0,LNU,Lake,Loch lomond,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unknown,Unknown,Combustible,Unknown, , , ,,,,268255.0,,13550 CASALE DR LOCH LOMOND CA 95461,38.8561507862191,-122.702957820441
39127,Destroyed (>50%),390.0,Rankin,Way,Paradise Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Unknown,No Deck/Porch,Wood,Combustible,Combustible,,,168300.0,1970.0,390  RANKIN WAY   PARADISE CA 95969,39.7617830936352,-121.636157262392
37872,Destroyed (>50%),6754.0,Ishi ,Drive,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,21-30,<30',75000.0,1979.0,6754  ISHI DR   MAGALIA CA 95954,39.805387388006,-121.581680592971
66920,Destroyed (>50%),7933.0,Foothill Ranch,Road,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,No Vents,Combustible,Multi Pane, , , ,,,,630000.0,,7933 FOOTHILL RANCH RD SANTA ROSA CA 95404,38.5296487906956,-122.682134246928
22793,No Damage,7994.0,"Empire """"C""""",Other,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,141939.0,1948.0,7960 EMPIRE GRADE SANTA CRUZ CA 95060,37.065260405199,-122.122611360539
38128,Destroyed (>50%),5944.0,Skyway,,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,124479.0,1971.0,5944  SKYWAY     PARADISE CA 95969,39.7531318521288,-121.628976926816
16836,No Damage,511.0,Neptune,Court,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,203220.0,1984.0,511 NEPTUNE CT NAPA CA 94558,38.5149272453422,-122.193998262719
111986,No Damage,2369.0,Catherine,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,246103.0,1955.0,"2639 CATHERINE RD, ALTADENA, CA 91001",34.1900556,-118.1346259
130195,Destroyed (>50%),916.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,Pacific Palisades ,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,103452.0,1954.0,"916 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0464581,-118.5186129
3232,No Damage,721.0,Craig Access ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,81151.0,1975.0,"804 CRAIG ACCESS RD, FEATHER FALLS CA 95966",39.5518740801439,-121.376738109517
87475,No Damage,7202.0,Genesee ,Road,Taylorsville,CA,95983.0,LMU,Plumas,Genesee ,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,1045913.0,,7205 GENESEE RD TAYLORSVILLE CA 95983,40.0425176912379,-120.754328796411
107122,Destroyed (>50%),3226.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,,,402444.0,1956.0,"3226 MARENGO AVE, ALTADENA, CA 91001",34.1992375,-118.1362636
50163,Destroyed (>50%),4130.0,Latigo Canyon,Road,Los Angeles County,CA,,LAC,Los Angeles,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,4074 LATIGO CANYON RD MALIBU CA 90265,34.0490579653318,-118.773364685557
18398,No Damage,7086.0,County Road 49,Other,,CA,,LNU,Yolo,Guinda,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,365587.0,1972.0,7086 COUNTY ROAD 49 GUINDA CA 95637,38.8320600756048,-122.217990116984
96872,Destroyed (>50%),30415.0,Paynes Creek,Loop,,CA,0.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,No Vents,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,,,114565.0,1999.0,"30413 PAYNES CREEK LOOP, PAYNES CREEK, CA 96075",40.3418682,-121.8850477
56405,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,235743.0,2008.0,4436 TEN MILE HOUSE TRL CHICO CA 95928,39.8010099090714,-121.698964793671
65446,Destroyed (>50%),4946.0,Pinecroft ,Way,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,,,,77856.0,,4946 PINECROFT WAY SANTA ROSA CA 95404,38.4998215335176,-122.69976641885
31444,Destroyed (>50%),6656.0,Pentz,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Enclosed,No Vents,Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,<30',27548.0,1961.0,6656  PENTZ RD   PARADISE CA 95969,39.777609481689,-121.577397633207
44376,Destroyed (>50%),5435.0,Black Olive ,Drive,Paradise Central Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,Unknown,Multi Family Residence Single Story,Multiple Residence,,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,<30',43828.0,1914.0,5435  BLACK OLIVE DR   PARADISE CA 95969,39.7518348308136,-121.625126601083
43857,Destroyed (>50%),5975.0,Maxwell,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,63635.0,1973.0,5975  MAXWELL DR 10 PARADISE CA 95969,39.7644967926407,-121.613497998663
43978,Destroyed (>50%),1220.0,Elliot,Road,Paradise Central Southeast A,CA,,BTU,Butte,Villa Monterey Apts.,11/8/2018 12:00:00 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,4.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,>30,<30',590481.0,1973.0,1220  ELLIOTT RD   PARADISE CA 95969,39.7592069778232,-121.601682655361
32090,Destroyed (>50%),620.0,Bille,Road,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Enclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,50667.0,1948.0,620  BILLE RD   PARADISE CA 95969,39.7699666487852,-121.627838494552
129646,Destroyed (>50%),1037.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Unknown,,,970277.0,1998.0,"1037 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0486868,-118.5198253
22708,No Damage,215.0,Double Bogey ,Drive,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,60985.0,1962.0,215 DOUBLE BOGEY DR BOULDER CREEK CA 95006,37.1538409235245,-122.164883466407
13733,No Damage,6450.0,Plum Ranch,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,1473904.0,2001.0,6450 PLUM RANCH RD SANTA ROSA CA 95404,38.4881000733685,-122.639235329892
39592,Destroyed (>50%),1930.0,Hillpark ,Lane,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,243780.0,1983.0,1930  HILLPARK LN   PARADISE CA 95969,39.7352554947206,-121.572051580187
112905,Destroyed (>50%),1953.0,Maiden,Lane,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,,177778.0,1924.0,"1953 MAIDEN LN, ALTADENA, CA 91001",34.1794355,-118.1288713
11429,Destroyed (>50%),580.0,Lommel,Road,,CA,,LNU,Napa,Calistoga ,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.581232198004,-122.508286952423
69299,Destroyed (>50%),497.0,Angelus,Street,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,20551.0,,518 ANGELUS ST SANTA ROSA CA 95403,38.474111145242,-122.729503110748
33873,Destroyed (>50%),5393.0,Sawmill ,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,No Vents,Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,,,1248480.0,1967.0,5393  SAWMILL RD   PARADISE CA 95969,39.7433024058946,-121.590674554342
114659,No Damage,2475.0,Porter ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,637437.0,1955.0,"2475 PORTER AVE, ALTADENA, CA 91001",34.1883568,-118.117953
69983,Destroyed (>50%),14950.0,Happy Talk Ranch,Road,Unincorporated,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,238187.0,1963.0,14950 HAPPY TALK RANCH RD SANTA PAULA CA 93060,34.3485849311322,-119.106887279268
46194,Destroyed (>50%),810.0,College Hill,Road,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,106144.0,1970.0,820  COLLEGE HILL RD   PARADISE CA 95969,39.750791484328,-121.617742698281
4198,Destroyed (>50%),533.0,Bloomer Hill ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,108002.0,1987.0,"135 BRACKENWOOD CT, BERRY CREEK CA 95916",39.6463897290177,-121.446715943089
95789,No Damage,46908.0,Los Gatos,Road,Coalinga,CA,93210.0,FKU,Fresno,,9/3/2024 12:00:00 AM,Fire,Combination of Actions,Mobile Home Double Wide,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,11-20,<30',309589.0,0.0,"46908 LOS GATOS RD, COALINGA, CA 93210",36.2343718,-120.5808906
82082,No Damage,9310.0,Bryant Creek ,Road,Twin Bridges,CA,95735.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,13427.0,,9310 BRYANT CREEK RD TWIN BRIDGES CA 95735,38.805848594268,-120.096616666412
50171,Destroyed (>50%),13301.0,Baker,,Unincorporated,CA,,TGU,Tehama,Red Bluff,6/23/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed, , , , , , ,No Fence,,,,0.0,13301 BAKER RD RED BLUFF CA 96080,40.1811220472445,-122.261838688921
78997,Destroyed (>50%),9.0,Summit Two,Road,Wofford Heights,CA,93285.0,KRN,Kern,Alta Sierra,8/18/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,No Eaves,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,,,60824 RANCHERIA RD WOFFORD HEIGHTS CA 93285,35.73978771093,-118.55771485794
82607,No Damage,29.0,Sciots Tract,,Echo Lake,CA,95721.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,,99816.0,,ECHO LAKE CA 95721,38.7869249923853,-120.153868929736
22613,No Damage,6020.0,Bonny Doon ,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,291304.0,1972.0,6020 BONNY DOON RD SANTA CRUZ CA 95060,37.05956736343,-122.157954143478
103596,No Damage,1898.0,El Molino,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Tile,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,129274.0,1923.0,"1898 N EL MOLINO AVE, PASADENA, CA 91104",34.1784977,-118.1368289
71937,Destroyed (>50%),3828.0,Skyfarm,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,583050.0,,3828 SKYFARM DR SANTA ROSA CA 95403,38.4952197798194,-122.718080671686
677,Destroyed (>50%),20129.0,PINE CANYON,Road,LAKE HUGHES ,CA,,LAC,Los Angeles,,8/12/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Other,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,57492.0,2008.0,20129 PINE CANYON RD LAKE HUGHES CA 93532,34.6925415273015,-118.487346684818
51427,Destroyed (>50%),17160.0,Keswick Dam,Road,Unincorporated,CA,,SHU,Shasta,Redding,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,56860.0,1955.0,17160 KESWICK DAM RD REDDING CA 96003,40.6199160925307,-122.427490346762
2514,Destroyed (>50%),1047.0,Lumpkin,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,17777.0,1978.0,"1047 LUMPKIN RD, FEATHER FALLS CA 95966",39.5427754215901,-121.349026698173
60020,Destroyed (>50%),9417.0,HILLSIDE,Drive,ESCONDIDO,CA,92092.0,MVU,San Diego,,5/14/2014 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,,,,,, , , ,,,,14068.0,,9417 HILLSIDE DR ,33.0952414047946,-117.135182683461
128230,Destroyed (>50%),768.0,Hartzell,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,64813.0,1945.0,"768 HARTZELL ST, PACIFIC PALISADES, CA 90272",34.0431197,-118.5187975
37738,Destroyed (>50%),14137.0,Elmira ,Circle,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,67000.0,1985.0,14137  ELMIRA CIR   MAGALIA CA 95954,39.8234737983853,-121.602011685791
75766,No Damage,8100.0,Chalk Hill ,Road,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1463955.0,1925.0,8100 CHALK HILL RD HEALDSBURG CA 95448,38.5416938340044,-122.774185189013
96685,No Damage,10040.0,cohasset ,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,11-20,,152634.0,1990.0,"10040 COHASSET RD, COHASSET, CA 95973",39.9299112,-121.7306176
5347,No Damage,52184.0,Redwood ,Drive,,CA,0.0,TUU,Tulare,,8/19/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,   ,36.1439877607885,-118.579911366228
46546,Destroyed (>50%),1571.0,Sawpeck,Way,Paradise Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,136292.0,1974.0,1571  SAWPECK WAY   PARADISE CA 95969,39.7637777369519,-121.587059486602
17169,No Damage,3495.0,Soda Canyon ,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,430491.0,2004.0,3495 SODA CANYON RD NAPA CA 94558,38.4438645056276,-122.291539550616
33397,Destroyed (>50%),6156.0,Fern,Lane,Paradise Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,,138979.0,1962.0,6156  FERN LN   PARADISE CA 95969,39.7687899158446,-121.619005088173
77258,No Damage,140.0,Hot Springs,Road,Markleeville ,CA,96120.0,AEU,Alpine,,7/4/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,267 MONTGOMERY ST MARKLEEVILLE CA 96120,38.6923812551485,-119.784527857414
77498,No Damage,748.0,-825 Ferris ,Road,Doyle,CA,96109.0,LMU,Lassen,,7/4/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,53481.0,,748-825 FERRIS RD DOYLE CA 96109,40.0016474642062,-120.093982145738
2828,No Damage,65.0,Sand Creek,Drive,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Metal,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,0-10,,81600.0,2017.0,No Address Available,39.6379920339227,-121.391192931297
96393,No Damage,10352.0,Cohasset ,Road,Chico,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Dozer Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,166464.0,2007.0,"10352 COHASSET RD, CHICO, CA 95973",39.9389997,-121.7230815
120257,Destroyed (>50%),18349.0,Coastline,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,173047.0,1961.0,"18349 COASTLINE DR, MALIBU, CA 90265",34.0421959,-118.5751976
38321,Destroyed (>50%),5275.0,California,Way,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,20930.0,1972.0,5275  CALIFORNIA WAY   PARADISE CA 95969,39.7398853340891,-121.59599404418
123182,No Damage,357.0,Bellino,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,,,846600.0,1949.0,"357 BELLINO DR, PACIFIC PALISADES, CA 90272",34.0450278,-118.561819
117696,No Damage,122.0,W Montana,Street,Pasadena,CA,91103.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,53575.0,1946.0,"122 W MONTANA ST, PASADENA, CA 91103",34.1806968,-118.1534582
6469,Destroyed (>50%),41950.0,Buckeye ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,96245.0,1935.0,41950 BUCKEYE LN SHAVER LAKE CA 93664,37.114807845313,-119.325498064555
11869,Destroyed (>50%),580.0,Lommel,Road,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.5795626583543,-122.510942268199
