OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,* CAL FIRE Unit,County,Incident Start Date,* Structure Type,Structure Category,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude,Structure Age,Log Assessed Value,Fire Risk Score,Month,Fire Season Category,Month Name
58290,Destroyed (>50%),11505.0,Alder,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,16708.0,1964.0,11505 ALDER LN MIDDLETOWN CA 95461,38.7748534675473,-122.694477219306,51.0,9.723702775394143,3.6,9,Moderate Season,September
123638,No Damage,17627.0,Camino De Yatasto,Road,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,700883.0,1979.0,"17627 CAMINO DE YATASTO, PACIFIC PALISADES, CA 90272",34.0782808,-118.5728845,46.0,13.460097674435021,3.3,1,Peak Fire Season,January
93374,No Damage,37111.0,Road,Road,Raymond,MMU,Madera,2024-06-21 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,230648.0,1966.0,"38777 ROAD 600, RAYMOND, CA 93653",37.311287,-119.7887564,58.0,12.348652353403189,3.3,6,Low Fire Season,June
106364,Destroyed (>50%),108.0,W Terrace ,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,131332.0,1951.0,"108 W TERRACE ST, ALTADENA, CA 91001",34.1942208,-118.1500892,74.0,11.785491361537675,4.7,1,Peak Fire Season,January
3040,Destroyed (>50%),0.0,Blackhawk ,Trail,Butte County,BTU,Butte,2020-09-09 00:00:00,Mobile Home Single Wide,Single Residence,Asphalt,No Eaves,No Vents,Unknown,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0,No Address Available,39.5573890167844,-121.35912531695,56.0,0.0,3.8,9,Moderate Season,September
119077,No Damage,1095.0,Del Rey,Avenue,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,162878.0,1936.0,"1095 DEL REY AVE, PASADENA, CA 91107",34.1650755,-118.097746,89.0,12.000762872836253,4.8,1,Peak Fire Season,January
85826,Destroyed (>50%),29567.0,State Highway 89,Other,Canyon Dam,LMU,Plumas,2021-07-13 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21888.0,1964.0,29567 HWY 89 CANYON DAM CA 95923,40.170347979601,-121.071897779597,57.0,9.993739506513155,3.8,7,Moderate Season,July
8310,Destroyed (>50%),39605.0,Woodland,Road,Fresno County,FKU,Fresno,2020-09-04 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,434367.0,1997.0,39605 WOODLAND RD SHAVER LAKE CA 93664,37.0862172939499,-119.335866477056,23.0,12.98164738006343,3.8,9,Moderate Season,September
88027,No Damage,20037.0,Vernita ,Drive,Redding,SHU,Shasta,2021-09-22 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,199555.0,1964.0,20037 VERNITA DR REDDING CA 96003,40.6748162047082,-122.315279535242,57.0,12.203850177677074,3.8,9,Moderate Season,September
17209,No Damage,3570.0,Soda Canyon,Road,Napa County,LNU,Napa,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,20867.0,1982.0,   ,38.437603270733,-122.280059255558,38.0,9.945972164142283,3.8,8,Peak Fire Season,August
15061,Destroyed (>50%),1078.0,Westridge,Drive,Napa County,LNU,Napa,2020-08-16 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Other,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,189656.0,2003.0,1078 WESTRIDGE DR NAPA CA 94558,38.5140936695958,-122.183695024788,17.0,12.152972456533432,4.3,8,Peak Fire Season,August
126631,Destroyed (>50%),15317.0,De Pauw,Street,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,225931.0,1948.0,"15317 DE PAUW ST, PACIFIC PALISADES, CA 90272",34.0396314,-118.5264165,77.0,12.32798934802371,4.8,1,Peak Fire Season,January
86475,No Damage,457450.0,Honeyview ,Lane,Milford,LMU,Lassen,2021-07-13 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,296966.0,1964.0,457-450 HONEYVIEW LN MILFORD CA 96121,40.2395152057973,-120.456536283494,57.0,12.601376300500428,2.8,7,Moderate Season,July
97499,No Damage,315.0,Valley Vista,Drive,Camarillo,VNC,Ventura,2024-11-06 00:00:00,Utility Misc Structure,Other Minor Structure,Wood,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,602324.0,1960.0,"315 VALLEY VISTA DR, CAMARILLO, CA 93010",34.2401063,-119.0743198,64.0,13.308552445724773,1.8,11,Peak Fire Season,November
91224,Destroyed (>50%),17517.0,Marmot ,Road,Weed,SKU,Siskiyou,2022-09-02 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,72221.0,1976.0,17517 MARMOT RD WEED 96094 CA,41.49911962,-122.38294646,46.0,11.18749998760779,3.8,9,Moderate Season,September
37303,Destroyed (>50%),14762.0,Goldcone,Drive,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,76050.0,1988.0,14762  GOLDCONE DR   MAGALIA CA 95954,39.8453470486053,-121.584469876302,30.0,11.239159446844907,6.2,11,Peak Fire Season,November
33841,Destroyed (>50%),6690.0,Shay,Lane,Paradise Northeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,143178.0,1963.0,6690  SHAY LN   PARADISE CA 95969,39.7806812847529,-121.570376357828,55.0,11.871850874710114,4.2,11,Peak Fire Season,November
39345,Destroyed (>50%),6900.0,Quail,Way,Paradise Northwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,43756.0,1940.0,6900  QUAIL WAY   PARADISE CA 95969,39.7911543278865,-121.59397594386,78.0,10.686406878987126,4.2,11,Peak Fire Season,November
22769,No Damage,0.0,7899 EMPIRE GRADE SANTA CRUZ CA 95060,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,48161.0,1965.0,7899 EMPIRE GRADE SANTA CRUZ CA 95060,37.064370813375,-122.123754371516,55.0,10.782325607359631,3.8,8,Peak Fire Season,August
116256,Destroyed (>50%),45.0,E Palm,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,311680.0,1960.0,"45 E PALM ST, ALTADENA, CA 91001",34.1967915,-118.145353,65.0,12.649735507850052,4.8,1,Peak Fire Season,January
68226,Destroyed (>50%),2351.0,K,Road,Redwood City,MEU,Mendocino,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,238172.0,1964.0,2351 ROAD K,39.2880969914171,-123.216647752837,53.0,12.380752579352782,2.6,10,Moderate Season,October
109769,No Damage,1241.0,Sonoma,Drive,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,162112.0,1940.0,"1241 SONOMA DR, ALTADENA, CA 91001",34.181088,-118.1250294,85.0,11.996048901917135,3.8,1,Peak Fire Season,January
14922,No Damage,14500.0,Meyers Grade,Road,Sonoma County,LNU,Sonoma,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1964.0,   ,38.4959965925263,-123.185733311211,56.0,12.012718452401716,3.8,8,Peak Fire Season,August
41535,Destroyed (>50%),5487.0,Filbert,Street,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,46769.0,1979.0,5487  FILBERT ST   PARADISE CA 95969,39.7463357095477,-121.634242820469,39.0,10.752997250719933,4.2,11,Peak Fire Season,November
9906,No Damage,803.0,INDIAN MEADOWS DR,Road,Happy Camp,SKU,Siskiyou,2020-09-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1979.0,"803 INDIAN MEADOWS DR, HAPPY CAMP CA 96039",41.8080534409983,-123.381176035975,41.0,12.012718452401716,3.8,9,Moderate Season,September
61395,Destroyed (>50%),5083.0,Warm Springs,Road,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Utility Misc Structure,Other Minor Structure,Fire Resistant,Not Applicable,Unknown,Fire Resistant,Unknown, , , ,No Fence,81758.0,1956.0,5083 WARM SPRINGS RD,38.3669746263844,-122.529368461899,61.0,11.311531174442967,2.6,10,Moderate Season,October
97189,No Damage,754.0,Mountain View,Avenue,Wrightwood,BDU,San Bernardino,2024-09-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Non Combustible,Combustible,207373.0,1985.0,"754 MT VIEW AVE, WRIGHTWOOD, CA 92397",34.3647912,-117.6453451,39.0,12.24227920529908,3.7,9,Moderate Season,September
52809,No Damage,0.0,County road 76,Road,Unincorporated,LNU,Yolo,2018-07-01 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1993.0,17870 CR 76 17870,38.7533773155877,-122.174058957533,25.0,12.012718452401716,3.3,7,Moderate Season,July
37905,Destroyed (>50%),13584.0,Washo ,Court,Magalia,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,25959.0,1974.0,13584  WASHO CT   MAGALIA CA 95954,39.8027432076014,-121.582519865585,44.0,10.164312170818027,6.3,11,Peak Fire Season,November
97410,No Damage,233.0,W La Loma ,Drive,Camarillo,VNC,Ventura,2024-11-06 00:00:00,Utility Misc Structure,Other Minor Structure,Wood,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,442366.0,1964.0,"233 LOMA DR, CAMARILLO, CA 93010",34.2897787,-119.065355,60.0,12.999895133279665,2.3,11,Peak Fire Season,November
29230,Destroyed (>50%),6120.0,Bowles ,Boulevard,Paradise Southwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,96961.0,1974.0,6120  BOWLES BLVD   PARADISE CA 95969,39.7677895823653,-121.615331301156,44.0,11.482074428153112,6.3,11,Peak Fire Season,November
60884,Destroyed (>50%),175.0,Long  Branch,Drive,Clearlake Oaks,LNU,Lake,2015-07-29 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,No Fence,11135.0,1982.0,175 Long  Branch Drive,39.0127102974834,-122.51316511703,33.0,9.317938382574201,4.6,7,Moderate Season,July
84367,No Damage,10.0,Feather River Tract,Other,Plumas County,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Enclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,164837.0,1964.0,681 29N15 96020,40.3468645421965,-121.324018672353,57.0,12.012718452401716,2.7,7,Moderate Season,July
71550,Destroyed (>50%),0.0,Hunter Valley Access,Road,Mariposa,MMU,Mariposa,2017-07-16 00:00:00,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,164837.0,1964.0,7431 B L M MARIPOSA CA 95338,37.6000187126326,-120.170791786521,53.0,12.012718452401716,3.1,7,Moderate Season,July
87054,No Damage,123.0,Top Of The West,Drive,Chester,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,167869.0,1964.0,123 TOP OF THE WEST DR CHESTER CA 96020,40.2365916154644,-121.207391864168,57.0,12.03094514931646,2.7,7,Moderate Season,July
99771,No Damage,24400.0,Tiner,Court,Malibu,LAC,Los Angeles,2024-12-09 00:00:00,Multi Family Residence Multi Story,Multiple Residence,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,650537.0,1981.0,"24420 TINER CT, MALIBU, CA 90265",34.0426138,-118.7059549,43.0,13.385554991831127,3.2,12,Low Fire Season,December
131079,Destroyed (>50%),16038.0,Miami ,Way,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,515100.0,1947.0,"16038 MIAMI WAY, PACIFIC PALISADES, CA 90272",34.045231,-118.5374826,78.0,13.1521182769224,4.8,1,Peak Fire Season,January
101472,Destroyed (>50%),477.0,Devirian,Place,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,195213.0,1942.0,"477 DEVIRIAN PL, ALTADENA, CA 91001",34.1962591,-118.1572726,83.0,12.181851671700754,4.8,1,Peak Fire Season,January
40736,Destroyed (>50%),11269.0,Dawn ,Terrace,Concow/Yankee Hill,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11037.0,1964.0,11269  DAWN TE   CONCOW CA 95965,39.7141430663615,-121.525836932928,54.0,9.309099143999447,3.3,11,Peak Fire Season,November
69853,Destroyed (>50%),19781.0,Donkey Hill,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,225186.0,1964.0,19781 DONKEY HILL RD HIDDEN VALLEY LAKE CA 95467,38.7949956403006,-122.543743484535,51.0,12.324686447116072,3.6,9,Moderate Season,September
8129,Destroyed (>50%),36199.0,Cressman ,Road,Fresno County,FKU,Fresno,2020-09-04 00:00:00,Single Family Residence Single Story,Single Residence,Metal,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Wood,Masonry/Concrete,Combustible,No Fence,175950.0,1989.0,36199 CRESSMAN RD SHAVER LAKE CA 93664,37.0539074655444,-119.352842781803,31.0,12.077960826166374,3.7,9,Moderate Season,September
31082,Destroyed (>50%),6475.0,Lone Cedar ,Lane,Paradise Northwest A,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,14306.0,1972.0,6475  LONE CEDAR LN   PARADISE CA 95969,39.7801872444634,-121.594603687478,46.0,9.568504206966335,3.3,11,Peak Fire Season,November
67066,Destroyed (>50%),6685.0,Dixieland,Lane,Anderson,SHU,Shasta,2017-07-18 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,167591.0,1964.0,6685 DIXIELAND LN ANDERSON CA 96007,40.4794176087507,-122.437427019955,53.0,12.02928773319398,3.6,7,Moderate Season,July
17008,No Damage,3956.0,Scenic Ranch,Lane,Solano County,LNU,Solano,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,93952.0,1969.0,3956 SCENIC RANCH LN VACAVILLE CA 95688,38.4270905545208,-122.005817618424,51.0,11.450549936210459,3.8,8,Peak Fire Season,August
111765,No Damage,2351.0,Catherine,Road,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Tile,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,190414.0,1929.0,"2351 CATHERINE RD, ALTADENA, CA 91001",34.1855094,-118.1369142,96.0,12.156961179748906,3.3,1,Peak Fire Season,January
46054,Destroyed (>50%),6559.0,Lesley ,Court,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,Wood,Combustible,No Fence,135660.0,1994.0,6559  LESLEY CT   MAGALIA CA 95954,39.8069413280056,-121.592322418509,24.0,11.817914405842503,6.2,11,Peak Fire Season,November
93179,Destroyed (>50%),8201.0,West Dry Creek,Road,Healdsburg,LNU,Sonoma,2024-06-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Wood,Wood,No Patio Cover/Carport,No Fence,440628.0,1979.0,"8201 W DRY CREEK RD, HEALDSBURG, CA 95448",38.6885234,-122.9672994,45.0,12.99595853052165,4.7,6,Low Fire Season,June
40226,Destroyed (>50%),6387.0,Graham ,Road,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,118650.0,1965.0,6387  GRAHAM RD   PARADISE CA 95969,39.7771530035024,-121.622297452317,53.0,11.683941689978415,6.3,11,Peak Fire Season,November
50373,Destroyed (>50%),14438.0,White Rock Canyon,Road,Unincorporated,LNU,Lake,2018-07-27 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,65546.0,1991.0,14438 WHITE ROCK CANYON RD UPPER LAKE CA 95485,39.2421707382863,-122.943661673909,27.0,11.090522721554134,4.3,7,Moderate Season,July
84271,No Damage,318.0,Osprey ,Loop,Chester,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,140744.0,1964.0,318 OSPREY LOOP CHESTER CA 96020,40.2345770587968,-121.203136540176,57.0,11.85470502139226,2.7,7,Moderate Season,July
16598,No Damage,6474.0,Pleasants Valley,Road,Solano County,LNU,Solano,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Vinyl,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,216084.0,1979.0,6474 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.3718248163568,-122.023716138134,41.0,12.283427127776715,2.3,8,Peak Fire Season,August
94008,No Damage,4993.0,Williams ,Road,Mariposa,MMU,Mariposa,2024-07-04 00:00:00,Mobile Home Single Wide,Single Residence,Metal,No Eaves,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,0.0,1964.0,"4993 WILLIAMS RD, MARIPOSA, CA 95338",37.4958433,-119.9723475,60.0,0.0,2.7,7,Moderate Season,July
70550,Destroyed (>50%),3550.0,Napa,Road,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,282498.0,1964.0,ARROWHEAD MOUNTAIN RD,38.2629358045515,-122.40040413411,53.0,12.55143028973936,2.6,10,Moderate Season,October
62930,Destroyed (>50%),9459.0,Angelly,Way,Cobb,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,116000.0,1964.0,9459 ANGELLY WAY COBB CA 95426,38.8446630585774,-122.734355903338,51.0,11.661354090741,3.6,9,Moderate Season,September
46384,Destroyed (>50%),5983.0,Peck,Lane,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,89457.0,1975.0,5983  PECK LN   PARADISE CA 95969,39.7633245195557,-121.586900316812,43.0,11.401524520376547,6.3,11,Peak Fire Season,November
57850,Destroyed (>50%),1957.0,San Miguel,Avenue,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,No Fence,280787.0,1964.0,1957 SAN MIGUEL AVE SANTA ROSA CA 95403,38.474764977439,-122.751256862789,53.0,12.54535521517789,4.6,10,Moderate Season,October
36904,Destroyed (>50%),5427.0,Edgewood,Lane,Paradise Central Southeast B,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,690378.0,1981.0,5427  EDGEWOOD LN   PARADISE CA 95969,39.7439745459775,-121.584625023436,37.0,13.444996001139266,6.3,11,Peak Fire Season,November
89986,No Damage,42021.0,Gibbel,Road,Hemet,RRU,Riverside,2022-09-05 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,96830.0,1969.0,42021 GIBBEL RD HEMET 92544 CA,33.69681455,-116.94250055,53.0,11.480722469930129,3.8,9,Moderate Season,September
128550,Destroyed (>50%),16918.0,Livorno,Drive,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,419537.0,2005.0,"16918 LIVORNO DR, PACIFIC PALISADES, CA 90272",34.0432183,-118.5473074,20.0,12.946909384815518,3.7,1,Peak Fire Season,January
64736,Destroyed (>50%),6444.0,Saddle,Trail,Anderson,SHU,Shasta,2017-07-18 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,105000.0,1964.0,6444 SADDLE TRL ANDERSON CA 96007,40.4727106853234,-122.437096657323,53.0,11.561725152903833,3.6,7,Moderate Season,July
119411,No Damage,94.0,Olive,Avenue,Sierra Madre,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,273320.0,1980.0,"94 OLIVE AVE, SIERRA MADRE, CA 91024",34.1681145,-118.0548355,45.0,12.518402207603081,3.3,1,Peak Fire Season,January
71536,Destroyed (>50%),1965.0,Dennis,Lane,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unknown,Screened,Unknown,Multi Pane, , , ,No Fence,251880.0,1964.0,1965 DENNIS LN SANTA ROSA CA 95403,38.4831634600615,-122.749966842515,53.0,12.436712032739312,3.1,10,Moderate Season,October
66987,Destroyed (>50%),11122.0,Oak,Street,Cobb,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,100821.0,1964.0,11122 OAK ST COBB CA 95426,38.8205020218155,-122.700023845468,51.0,11.521111864773728,3.6,9,Moderate Season,September
22271,No Damage,172.0,Starlit Mountain ,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,199154.0,1974.0,172 STARLIT MOUNTAIN RD SANTA CRUZ CA 95060,37.0620492817855,-122.141336649211,46.0,12.201838694998113,3.7,8,Peak Fire Season,August
83886,No Damage,37776.0,Old Highway,Road,Quincy,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,287839.0,1964.0,37776 OLD HIGHWAY RD QUINCY CA 95971,40.001823883344,-120.954998649828,57.0,12.57016004918436,3.8,7,Moderate Season,July
